_id,id,device_id,record_oid,count_start_date,count_end_date,average_daily_car_traffic,neighborhood_size ,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
863,1934819285,349,1424302140,1/24/21,2/1/21,3116,,6,StatTrak,25,67,31,84,36,40,-7996401997,4042017301,South Side Slopes,3,16,42003160800,3,16,3,4/22/24
892,853507387,350,1135201370,1/22/21,1/30/21,2171,,3,StatTrak,30,,32,,38,43,-800404424,4047809797,Brighton Heights,1,27,42003270300,1,27,1,1/14/24
893,1864843360,351,1306423661,2/2/21,2/12/21,4821,,2,StatTrak,,,,75,33,36,-79919198,4043085803,Squirrel Hill South,5,14,42003140800,3,14,4,2/21/24
894,1304722150,352,921103195,2/2/21,2/12/21,4042,,3,StatTrak,25,,28,74,33,36,-7992331787,4042632537,Squirrel Hill South,5,14,42003141400,3,14,4,2/21/24
895,56799300,353,268781922,2/2/21,2/12/21,5649,,1,StatTrak,,,28,69,32,35,-7991879315,4043409469,Squirrel Hill South,5,14,42003140800,3,14,4,2/21/24
896,702788420,354,342001643,2/4/21,2/12/21,4120,,4,StatTrak,25,,26,56,31,35,-7992251329,4045732249,Shadyside,8,7,42003070800,2,7,4,3/11/24
897,1042370979,355,310905035,2/4/21,2/12/21,7117,,5,StatTrak,25,,32,89,37,40,-7992106574,4044621903,Point Breeze,8,14,42003140400,3,14,4,2/17/24
898,721409644,356,1474777154,2/4/21,2/12/21,7802,,6,StatTrak,25,,29,76,33,37,-7991975782,4044084469,Squirrel Hill North,8,14,42003140300,3,14,4,2/18/24
925,406919888,357,,,,,,,,,,,,,,-8000153,4041995928,Beltzhoover,3,18,42003562400,5,18,3,4/16/24
926,836551162,358,,,,,,,,,,,,,,-8006155631,4044737238,,,28,42003464300,5,28,,1/16/24
927,655822402,359,,,,,,,,,,,,,,-8006387162,4044929333,Sheraden,2,20,42003202200,5,20,6,1/16/24
928,904759944,360,,,,,,,,,,,,,,-8006661589,4042370894,Oakwood,2,28,42003562800,5,28,6,1/19/24
929,816314407,361,,,,,,,,,,,,,,-8005216029,4043617598,Westwood,2,28,42003563100,5,28,6,1/18/24
958,929455212,362,,,,,,,,,,,,,,-80035543,4040833998,Banksville,2,20,42003202300,5,20,6,4/9/24
959,1199749411,363,,,,,,,,,,,,,,-8001747791,4048864348,Perry North,1,26,42003260200,1,26,1,1/15/24
960,6941614,364,,,,,,,,,,,,,,-8001614208,4048627122,Perry North,1,26,42003260200,1,26,1,1/15/24
961,641233999,365,,,,,,,,,,,,,,-8001308076,4048036043,Perry North,1,26,42003980400,1,26,1,1/15/24
962,1720372548,366,,,,,,,,,,,,,,-8001214207,4047732154,Perry North,1,26,42003260700,1,26,1,1/23/24
963,927954449,367,,,,,,,,,,,,,,-8000936934,4047165704,Perry South,6,26,42003261500,1,26,1,1/23/24
964,1666177048,368,,,,,,,,,,,,,,-800131246,4043422538,Mount Washington,2,19,42003190300,5,19,3,4/1/24
991,1224179419,369,1109192446,3/12/21,3/22/21,793,,1,StatTrak,25,56,25,49,31,34,-8001839397,4046885302,Perry South,6,26,42003261500,1,26,1,1/12/24
992,1525753837,370,1214724225,3/12/21,3/22/21,157,,2,StatTrak,25,31,18,2,22,24,-800107899,4046497006,Perry South,6,25,42003261400,1,25,1,1/10/24
1024,940895432,371,,,,,,,,,,,,,,-8001325401,4043347101,Mount Washington,2,19,42003190300,5,19,3,4/1/24
1025,324950885,372,,,,,,,,,,,,,,-8001346591,4043239304,Mount Washington,2,19,42003190300,5,19,3,4/1/24
1026,1208878284,373,,,,,,,,,,,,,,-800136188,4043101085,Mount Washington,2,19,42003190300,5,19,3,4/1/24
1057,1335069399,374,540091931,3/24/21,4/1/21,2320,,1,StatTrak,,56,26,58,30,33,-7992633385,404873215,Morningside,7,10,42003101400,2,10,5,3/7/24
1058,647944396,375,1963389764,3/24/21,4/1/21,462,,2,StatTrak,,42,21,12,25,28,-7992517128,4048584856,Morningside,7,10,42003101400,2,10,5,3/7/24
1059,682438710,376,1777671555,3/24/21,4/1/21,2170,,3,StatTrak,,66,25,46,30,33,-7992517061,4048705928,Morningside,7,10,42003101400,2,10,5,3/7/24
1060,2070723283,377,1671464686,3/24/21,4/1/21,3885,,4,StatTrak,,65,32,92,37,40,-79923427,4048774467,Morningside,7,10,42003101400,2,10,5,3/7/24
1061,490978388,378,149938512,3/24/21,4/1/21,396,,5,StatTrak,15,48,25,50,30,33,-7993950986,4040419507,Hazelwood,5,15,42003562300,3,15,4,2/13/24
1062,729640239,379,,,,,,,,,,,,,,-7993891542,4040403823,Hazelwood,5,15,42003562300,3,15,4,2/13/24
1090,552643712,380,122880372,4/5/21,4/14/21,1352,,1,StatTrak,,48,26,55,31,34,-8005547894,4045365757,Sheraden,2,20,42003202200,5,20,6,1/16/24
1091,7634720,381,1512624332,4/5/21,4/14/21,2571,0.132,2,StatTrak,,51,28,78,32,34,-8006976556,404584772,Chartiers City,2,20,42003563000,5,20,6,1/16/24
1092,1759296050,382,461558164,4/5/21,4/14/21,1368,,3,StatTrak,,67,26,51,30,34,-8002410933,4045839718,Manchester,6,21,42003210700,1,21,1,1/8/24
1093,1590127600,383,924914303,4/5/21,4/14/21,222,,4,StatTrak,25,59,20,18,27,30,-8002647261,4045688048,Manchester,6,21,42003210700,1,21,1,1/8/24
1094,1873460113,384,77483144,4/5/21,4/14/21,550,,5,StatTrak,25,49,24,39,29,32,-8002375201,404545818,Manchester,6,21,42003210700,1,21,1,1/8/24
1095,730252976,385,,,,,,,,,,,,,,-8001738981,4045564717,Central Northside,1,22,42003220600,1,22,1,1/9/24
1123,629581327,386,1850837930,4/15/21,4/23/21,4278,,1,StatTrak,25,58,30,87,35,38,-7992128895,4043510017,Squirrel Hill South,5,14,42003140800,3,14,4,2/21/24
1124,572121094,387,111314139,4/15/21,4/23/21,3891,,2,StatTrak,25,56,24,38,29,32,-7992767797,4043334851,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
1125,1131825798,388,1554633502,4/15/21,4/23/21,1470,,3,StatTrak,25,52,26,53,30,33,-7992737622,4043056167,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
1126,1607615396,389,842389384,4/15/21,4/23/21,5422,,4,StatTrak,25,68,34,97,39,42,-7993164496,404335445,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
1127,1972575753,390,2036218181,4/15/21,4/23/21,709,,5,StatTrak,25,67,25,46,29,32,-7992879377,4043554114,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
1156,710660947,391,1065696916,4/28/21,5/6/21,3834,,1,StatTrak,25,75,25,47,30,33,-7992831365,4045769213,Shadyside,8,7,42003070500,2,7,4,3/11/24
1157,869990233,392,116450044,4/28/21,5/6/21,7572,,2,StatTrak,25,81,23,24,27,29,-7993530005,404533723,Shadyside,8,7,42003070300,2,7,4,3/22/24
1158,566900803,393,1170781399,4/28/21,5/6/21,3738,,3,StatTrak,25,64,25,45,29,32,-7994394699,4045062781,Shadyside,8,7,42003070900,2,7,4,2/9/24
1189,578171830,394,1979412300,4/28/21,5/6/21,8025,,4,StatTrak,25,62,26,59,31,35,-8002505029,4039493174,Brookline,4,19,42003191800,5,19,6,4/26/24
1190,1417086478,395,290367959,4/28/21,5/6/21,8498,,5,StatTrak,25,74,30,89,34,37,-8002114767,4039911595,Brookline,4,19,42003191900,5,19,6,4/26/24
1191,1513188293,396,1486881228,4/28/21,5/6/21,7903,,6,StatTrak,25,103,35,96,40,43,-8001517188,4040466808,Brookline,4,19,42003191700,5,19,6,4/26/24
1222,1807120511,397,459231747,5/11/21,5/19/21,2421,,2,StatTrak,25,74,27,57,33,37,-7989826109,404533888,Homewood South,9,13,42003130300,2,13,5,3/17/24
1223,351053814,398,87221602,5/11/21,5/19/21,1670,,3,StatTrak,25,57,21,18,26,30,-7989498603,4046102413,Homewood North,9,13,42003130200,2,13,5,3/17/24
1224,875500968,399,698383717,5/11/21,5/19/21,4184,,4,StatTrak,25,84,34,96,38,,-8002979687,4049442341,,,,42003429700,,,,
1225,603379701,400,1486294292,5/11/21,5/19/21,937,0.439,5,StatTrak,25,57,26,55,31,,-8000480112,4048540553,Summer Hill,1,26,42003261200,1,26,1,1/15/24
1226,504395374,401,1119323351,5/11/21,5/19/21,2523,,6,StatTrak,25,25,24,39,29,,-7999150951,4046208233,Spring Hill-City View,1,24,42003262000,1,24,1,1/24/24
1255,1537413465,402,1787290229,5/25/21,,,,1,StatTrak,25,,,,,,-7989581215,4045843232,Homewood North,9,13,42003130200,2,13,5,3/17/24
1288,1167043215,403,1466393598,5/21/21,,,,6,StatTrak,25,,,,,,-7989716181,4047021554,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3/18/24
1289,1085928260,404,946266285,5/21/21,,,,4,StatTrak,25,,,,,,-7987166582,4045470922,East Hills,9,13,42003130600,2,13,5,3/19/24
1290,1689187063,405,1747490015,5/21/21,,,,3,StatTrak,25,,,,,,-7986931821,4045070309,East Hills,9,13,42003130600,2,13,5,3/19/24
1291,1388421819,406,1886843630,5/21/21,,,,1,StatTrak,25,,,,,,-7999063981,4038631266,Carrick,4,29,42003290400,3,29,3,4/23/24
1292,1427370645,407,2052848618,5/21/21,,,,5,StatTrak,25,,,,,,-7989379431,4046115952,Homewood North,9,13,42003130100,2,13,5,3/17/24
1321,434083600,408,1452803107,6/3/21,6/11/21,2465,,6,StatTrak,25,67,27,61,33,38,-7986962776,4045418533,East Hills,9,13,42003130600,2,13,5,3/19/24
1322,758271465,409,175878135,6/3/21,6/11/21,654,,5,StatTrak,25,58,23,31,28,3165,-799083819,4046278312,Larimer,9,12,42003120400,2,12,5,3/12/24
1323,564617016,410,1853670524,6/3/21,,2807,,4,StatTrak,25,76,28,69,33,36,-799129657,4046380122,Larimer,9,12,42003120800,2,12,5,3/12/24
1324,1821807873,411,71269012,6/3/21,6/11/21,623,,3,StatTrak,25,39,16,3,20,24,-7992919551,4045265715,Shadyside,8,7,42003070500,2,7,4,3/11/24
1325,284761113,412,1486633590,6/3/21,6/11/21,2585,1.5,2,StatTrak,25,57,23,28,27,30,-7996551908,4044081815,West Oakland,6,4,42003040200,3,4,4,2/10/24
1326,95491588,413,1333913708,6/3/21,6/11/21,3621,,1,StatTrak,25,63,28,70,32,36,-7999759863,4042470702,Mount Washington,3,18,42003180700,5,18,3,4/5/24
1354,1925644354,414,73977255,6/29/21,7/7/21,,,6,StatTrak,25,48,28,73,33,37,-7987988603,4045069498,East Hills,9,13,42003130600,2,13,5,3/17/24
1355,442888756,415,1668923437,6/15/21,6/23/21,1817,,6,StatTrak,25,59,23,25,27,30,-799804392,4042437344,South Side Slopes,3,17,42003170600,3,17,3,4/3/24
1356,1051538241,416,22306407,6/28/21,7/7/21,,,2,StatTrak,25,42,21,23,27,31,-7993547054,4046395905,Bloomfield,9,8,42003080700,2,8,5,3/23/24
1357,485111600,417,623157968,6/28/21,7/7/21,,,1,StatTrak,25,,,,,,-8001344177,404325183,Mount Washington,2,19,42003190300,5,19,3,4/1/24
1358,1473613946,418,304282221,6/28/21,7/7/21,,,3,StatTrak,25,56,23,33,29,34,-7989124594,4046468598,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3/18/24
1359,1378242439,419,530061422,6/28/21,7/7/21,,,4,StatTrak,25,63,29,72,36,40,-7987917919,4045205265,East Hills,9,13,42003130600,2,13,5,3/17/24
1360,293756163,420,1730012022,6/28/21,7/7/21,,,5,StatTrak,25,36,20,6,23,26,-7988106721,4045120513,East Hills,9,13,42003130600,2,13,5,3/17/24
1361,5216219,421,1382452398,6/29/21,7/7/21,5605,,7,StatTrak,25,75,29,77,33,36,-7992671506,4042595842,Greenfield,5,15,42003151700,3,15,4,2/15/24
1362,1376631013,422,651815798,6/29/21,7/7/21,,,5,StatTrak,25,47,23,24,27,29,-7992642663,4043678189,Squirrel Hill South,5,14,42003141300,3,14,4,2/21/24
1363,1671608614,423,1290715814,6/15/21,6/23/21,809,,1,StatTrak,25,38,17,2,21,23,-8001019315,4045780138,Central Northside,6,25,42003250300,1,25,1,1/21/24
1364,1101807875,424,1231032838,6/15/21,6/23/21,,,1,StatTrak,25,51,26,53,29,32,-8000797228,4045910547,Central Northside,6,25,42003250900,1,25,1,1/10/24
1365,1214039853,425,1941456903,6/15/21,6/23/21,,,3,StatTrak,25,72,29,79,33,37,-7992075284,4047040848,Highland Park,7,11,42003110200,2,11,5,3/9/24
1366,257117947,426,129119643,6/15/21,6/23/21,,,5,StatTrak,15,62,21,13,25,28,-7989558291,4045338614,Homewood South,9,13,42003130300,2,13,5,3/17/24
1367,464876196,427,325746791,6/15/21,6/23/21,,,4,StatTrak,15,57,21,17,26,29,-798940004,4045287589,Homewood South,9,13,42003130300,2,13,5,3/17/24
1387,618384995,428,,,,,,,,,,,,,,-8001334332,4043317131,Mount Washington,2,19,42003190300,5,19,3,4/1/24
1388,1140544457,429,1023986428,7/9/21,7/19/21,910,,2,StatTrak,25,51,23,29,28,30,-7994042785,4046103362,Bloomfield,7,8,42003080600,2,8,5,3/23/24
1389,742131013,430,1933384987,7/9/21,7/19/21,271,,3,StatTrak,25,39,20,10,25,27,-7995300464,4046517311,Bloomfield,7,9,42003090300,2,9,5,3/6/24
1390,368912259,431,1965316306,7/9/21,7/19/21,3454,,4,StatTrak,25,51,23,31,28,32,-7995589338,4046623117,Central Lawrenceville,7,9,42003090200,2,9,2,3/3/24
1391,1374032413,432,,,,,,,,,,,,,,-7998468254,4046164703,Troy Hill,1,24,42003240600,1,24,1,1/2/24
1392,112611055,433,,,,,,,,,,,,,,-7999026664,4046542949,Spring Hill-City View,1,24,42003262000,1,24,1,1/11/24
1393,1132416719,434,,,,,,,,,,,,,,-8000907404,4049719598,Summer Hill,1,26,42003261200,1,26,1,1/15/24
1394,1037219067,435,,,,,,,,,,,,,,-8003777058,4048255664,Brighton Heights,1,27,42003270100,1,27,1,1/14/24
1420,1329604877,436,1001258944,7/21/21,,,,2,StatTrak,25,,,,,,-7996037954,404550574,Upper Hill,6,5,42003050600,3,5,2,2/22/24
1421,704127706,437,1832664152,7/21/21,,,,3,StatTrak,25,,,,,,-7996677427,4045014681,Middle Hill,6,5,42003050100,3,5,2,2/5/24
1422,1814538648,438,1741898762,7/21/21,,,,4,StatTrak,25,,,,,,-7998065059,4044082605,Crawford-Roberts,6,3,42003030500,3,3,2,2/1/24
